year,month,date,series,value
1986,4,1986-04-01,Oil And Gas Closing Quotations,2577.35
1986,4,1986-04-01,Metals And Minerals Closing Quotations,2117.51
1986,4,1986-04-01,Utilities Closing Quotations,2807.8
1986,4,1986-04-01,Paper And Forest Products Closing Quotations,3251.63
1986,4,1986-04-01,Merchandising Closing Quotations,3894.96
1986,4,1986-04-01,Financial Services Closing Quotations,2344.73
1986,4,1986-04-01,Gold And Silver Closing Quotations,3926.33
1986,5,1986-05-01,Oil And Gas Closing Quotations,2713.53
1986,5,1986-05-01,Metals And Minerals Closing Quotations,2186.84
1986,5,1986-05-01,Utilities Closing Quotations,2761.67
1986,5,1986-05-01,Paper And Forest Products Closing Quotations,3228.55
1986,5,1986-05-01,Merchandising Closing Quotations,3902.56
1986,5,1986-05-01,Financial Services Closing Quotations,2326.16
1986,5,1986-05-01,Gold And Silver Closing Quotations,3876.05
1986,6,1986-06-01,Oil And Gas Closing Quotations,2546.38
1986,6,1986-06-01,Metals And Minerals Closing Quotations,2106.26
1986,6,1986-06-01,Utilities Closing Quotations,2714.72
1986,6,1986-06-01,Paper And Forest Products Closing Quotations,3271.32
1986,6,1986-06-01,Merchandising Closing Quotations,3891.46
1986,6,1986-06-01,Financial Services Closing Quotations,2330.22
1986,6,1986-06-01,Gold And Silver Closing Quotations,3986.52
1986,7,1986-07-01,Oil And Gas Closing Quotations,2336.18
1986,7,1986-07-01,Metals And Minerals Closing Quotations,1947.92
1986,7,1986-07-01,Utilities Closing Quotations,2686.04
1986,7,1986-07-01,Paper And Forest Products Closing Quotations,3267.06
1986,7,1986-07-01,Merchandising Closing Quotations,3730.47
1986,7,1986-07-01,Financial Services Closing Quotations,2208.02
1986,7,1986-07-01,Gold And Silver Closing Quotations,4123.27
1986,8,1986-08-01,Oil And Gas Closing Quotations,2714.78
1986,8,1986-08-01,Metals And Minerals Closing Quotations,2044.88
1986,8,1986-08-01,Utilities Closing Quotations,2752.1
1986,8,1986-08-01,Paper And Forest Products Closing Quotations,3340.53
1986,8,1986-08-01,Merchandising Closing Quotations,3578.93
1986,8,1986-08-01,Financial Services Closing Quotations,2269.99
1986,8,1986-08-01,Gold And Silver Closing Quotations,4650.65
1986,9,1986-09-01,Oil And Gas Closing Quotations,2697.06
1986,9,1986-09-01,Metals And Minerals Closing Quotations,2143.59
1986,9,1986-09-01,Utilities Closing Quotations,2677.69
1986,9,1986-09-01,Paper And Forest Products Closing Quotations,3245.97
1986,9,1986-09-01,Merchandising Closing Quotations,3359.06
1986,9,1986-09-01,Financial Services Closing Quotations,2236.73
1986,9,1986-09-01,Gold And Silver Closing Quotations,4988.44
1986,10,1986-10-01,Oil And Gas Closing Quotations,2780.01
1986,10,1986-10-01,Metals And Minerals Closing Quotations,2098.95
1986,10,1986-10-01,Utilities Closing Quotations,2497.77
1986,10,1986-10-01,Paper And Forest Products Closing Quotations,3479.13
1986,10,1986-10-01,Merchandising Closing Quotations,3467.1
1986,10,1986-10-01,Financial Services Closing Quotations,2313.67
1986,10,1986-10-01,Gold And Silver Closing Quotations,5082.63
1986,11,1986-11-01,Oil And Gas Closing Quotations,2799.61
1986,11,1986-11-01,Metals And Minerals Closing Quotations,2085.48
1986,11,1986-11-01,Utilities Closing Quotations,2636.59
1986,11,1986-11-01,Paper And Forest Products Closing Quotations,3589.75
1986,11,1986-11-01,Merchandising Closing Quotations,3510.67
1986,11,1986-11-01,Financial Services Closing Quotations,2319.59
1986,11,1986-11-01,Gold And Silver Closing Quotations,5338.4
1986,12,1986-12-01,Oil And Gas Closing Quotations,3053.15
1986,12,1986-12-01,Metals And Minerals Closing Quotations,1972.07
1986,12,1986-12-01,Utilities Closing Quotations,2651.6
1986,12,1986-12-01,Paper And Forest Products Closing Quotations,3660.83
1986,12,1986-12-01,Merchandising Closing Quotations,3391.46
1986,12,1986-12-01,Financial Services Closing Quotations,2328.19
1986,12,1986-12-01,Gold And Silver Closing Quotations,5305.82
1987,1,1987-01-01,Oil And Gas Closing Quotations,3414.72
1987,1,1987-01-01,Metals And Minerals Closing Quotations,2171.59
1987,1,1987-01-01,Utilities Closing Quotations,2785.49
1987,1,1987-01-01,Paper And Forest Products Closing Quotations,4425.28
1987,1,1987-01-01,Merchandising Closing Quotations,3433.92
1987,1,1987-01-01,Financial Services Closing Quotations,2586.35
1987,1,1987-01-01,Gold And Silver Closing Quotations,6210.17
1987,2,1987-02-01,Oil And Gas Closing Quotations,3375.98
1987,2,1987-02-01,Metals And Minerals Closing Quotations,2432.61
1987,2,1987-02-01,Utilities Closing Quotations,2902.4
1987,2,1987-02-01,Paper And Forest Products Closing Quotations,4766.31
1987,2,1987-02-01,Merchandising Closing Quotations,3666.79
1987,2,1987-02-01,Financial Services Closing Quotations,2549.71
1987,2,1987-02-01,Gold And Silver Closing Quotations,6872.66
1987,3,1987-03-01,Oil And Gas Closing Quotations,3929.31
1987,3,1987-03-01,Metals And Minerals Closing Quotations,2566.49
1987,3,1987-03-01,Utilities Closing Quotations,2968.43
1987,3,1987-03-01,Paper And Forest Products Closing Quotations,5189.44
1987,3,1987-03-01,Merchandising Closing Quotations,3898.4
1987,3,1987-03-01,Financial Services Closing Quotations,2580.18
1987,3,1987-03-01,Gold And Silver Closing Quotations,8187.5
1987,4,1987-04-01,Oil And Gas Closing Quotations,3908.61
1987,4,1987-04-01,Metals And Minerals Closing Quotations,2699.5
1987,4,1987-04-01,Utilities Closing Quotations,2906.47
1987,4,1987-04-01,Paper And Forest Products Closing Quotations,5040.62
1987,4,1987-04-01,Merchandising Closing Quotations,3749.6
1987,4,1987-04-01,Financial Services Closing Quotations,2542.77
1987,4,1987-04-01,Gold And Silver Closing Quotations,8908.78
1987,5,1987-05-01,Oil And Gas Closing Quotations,4183.58
1987,5,1987-05-01,Metals And Minerals Closing Quotations,2700.12
1987,5,1987-05-01,Utilities Closing Quotations,2937.25
1987,5,1987-05-01,Paper And Forest Products Closing Quotations,4932.32
1987,5,1987-05-01,Merchandising Closing Quotations,3777.64
1987,5,1987-05-01,Financial Services Closing Quotations,2472.88
1987,5,1987-05-01,Gold And Silver Closing Quotations,8219.34
1987,6,1987-06-01,Oil And Gas Closing Quotations,4318.03
1987,6,1987-06-01,Metals And Minerals Closing Quotations,2778.22
1987,6,1987-06-01,Utilities Closing Quotations,2937.99
1987,6,1987-06-01,Paper And Forest Products Closing Quotations,5080.18
1987,6,1987-06-01,Merchandising Closing Quotations,3809.39
1987,6,1987-06-01,Financial Services Closing Quotations,2506.04
1987,6,1987-06-01,Gold And Silver Closing Quotations,7850.4
1987,7,1987-07-01,Oil And Gas Closing Quotations,4675.45
1987,7,1987-07-01,Metals And Minerals Closing Quotations,3437.71
1987,7,1987-07-01,Utilities Closing Quotations,2844.93
1987,7,1987-07-01,Paper And Forest Products Closing Quotations,5485.95
1987,7,1987-07-01,Merchandising Closing Quotations,3885.59
1987,7,1987-07-01,Financial Services Closing Quotations,2561.3
1987,7,1987-07-01,Gold And Silver Closing Quotations,9617.5
1987,8,1987-08-01,Oil And Gas Closing Quotations,4448.65
1987,8,1987-08-01,Metals And Minerals Closing Quotations,3188.04
1987,8,1987-08-01,Utilities Closing Quotations,2896.83
1987,8,1987-08-01,Paper And Forest Products Closing Quotations,5512.09
1987,8,1987-08-01,Merchandising Closing Quotations,3935.62
1987,8,1987-08-01,Financial Services Closing Quotations,2532.86
1987,8,1987-08-01,Gold And Silver Closing Quotations,9787.22
1987,9,1987-09-01,Oil And Gas Closing Quotations,4349.94
1987,9,1987-09-01,Metals And Minerals Closing Quotations,3380.2
1987,9,1987-09-01,Utilities Closing Quotations,2769.42
1987,9,1987-09-01,Paper And Forest Products Closing Quotations,5306.42
1987,9,1987-09-01,Merchandising Closing Quotations,3716.75
1987,9,1987-09-01,Financial Services Closing Quotations,2382.86
1987,9,1987-09-01,Gold And Silver Closing Quotations,10176.9
1987,10,1987-10-01,Oil And Gas Closing Quotations,3406.05
1987,10,1987-10-01,Metals And Minerals Closing Quotations,2345.03
1987,10,1987-10-01,Utilities Closing Quotations,2569.88
1987,10,1987-10-01,Paper And Forest Products Closing Quotations,3749.63
1987,10,1987-10-01,Merchandising Closing Quotations,2935.21
1987,10,1987-10-01,Financial Services Closing Quotations,1934.67
1987,10,1987-10-01,Gold And Silver Closing Quotations,6611.07
1987,11,1987-11-01,Oil And Gas Closing Quotations,3127.18
1987,11,1987-11-01,Metals And Minerals Closing Quotations,2371.96
1987,11,1987-11-01,Utilities Closing Quotations,2536.2
1987,11,1987-11-01,Paper And Forest Products Closing Quotations,3845.44
1987,11,1987-11-01,Merchandising Closing Quotations,2882
1987,11,1987-11-01,Financial Services Closing Quotations,1904.7
1987,11,1987-11-01,Gold And Silver Closing Quotations,7831.84
1987,12,1987-12-01,Oil And Gas Closing Quotations,3280.55
1987,12,1987-12-01,Metals And Minerals Closing Quotations,2687.99
1987,12,1987-12-01,Utilities Closing Quotations,2622.14
1987,12,1987-12-01,Paper And Forest Products Closing Quotations,4371.73
1987,12,1987-12-01,Merchandising Closing Quotations,3007.83
1987,12,1987-12-01,Financial Services Closing Quotations,2010.94
1987,12,1987-12-01,Gold And Silver Closing Quotations,7530.35
1988,1,1988-01-01,Oil And Gas Closing Quotations,3400.83
1988,1,1988-01-01,Metals And Minerals Closing Quotations,2363.08
1988,1,1988-01-01,Utilities Closing Quotations,2652.34
1988,1,1988-01-01,Paper And Forest Products Closing Quotations,4043.84
1988,1,1988-01-01,Merchandising Closing Quotations,3146.95
1988,1,1988-01-01,Financial Services Closing Quotations,1984.82
1988,1,1988-01-01,Gold And Silver Closing Quotations,5986.07
1988,2,1988-02-01,Oil And Gas Closing Quotations,3595.93
1988,2,1988-02-01,Metals And Minerals Closing Quotations,2589.03
1988,2,1988-02-01,Utilities Closing Quotations,2734.31
1988,2,1988-02-01,Paper And Forest Products Closing Quotations,4268.33
1988,2,1988-02-01,Merchandising Closing Quotations,3291.02
1988,2,1988-02-01,Financial Services Closing Quotations,2032.5
1988,2,1988-02-01,Gold And Silver Closing Quotations,6035.74
1988,3,1988-03-01,Oil And Gas Closing Quotations,3815.63
1988,3,1988-03-01,Metals And Minerals Closing Quotations,2650.09
1988,3,1988-03-01,Utilities Closing Quotations,2700.15
1988,3,1988-03-01,Paper And Forest Products Closing Quotations,4111.45
1988,3,1988-03-01,Merchandising Closing Quotations,3486.42
1988,3,1988-03-01,Financial Services Closing Quotations,2101.33
1988,3,1988-03-01,Gold And Silver Closing Quotations,6623.69
1988,4,1988-04-01,Oil And Gas Closing Quotations,3962.88
1988,4,1988-04-01,Metals And Minerals Closing Quotations,2783.41
1988,4,1988-04-01,Utilities Closing Quotations,2702.09
1988,4,1988-04-01,Paper And Forest Products Closing Quotations,4067.84
1988,4,1988-04-01,Merchandising Closing Quotations,3524.85
1988,4,1988-04-01,Financial Services Closing Quotations,2070.84
1988,4,1988-04-01,Gold And Silver Closing Quotations,6641.84
1988,5,1988-05-01,Oil And Gas Closing Quotations,3734.19
1988,5,1988-05-01,Metals And Minerals Closing Quotations,2820.67
1988,5,1988-05-01,Utilities Closing Quotations,2696.58
1988,5,1988-05-01,Paper And Forest Products Closing Quotations,3834.18
1988,5,1988-05-01,Merchandising Closing Quotations,3455.07
1988,5,1988-05-01,Financial Services Closing Quotations,2080.65
1988,5,1988-05-01,Gold And Silver Closing Quotations,6585.51
1988,6,1988-06-01,Oil And Gas Closing Quotations,3883.92
1988,6,1988-06-01,Metals And Minerals Closing Quotations,3128.91
1988,6,1988-06-01,Utilities Closing Quotations,2657.69
1988,6,1988-06-01,Paper And Forest Products Closing Quotations,4200.35
1988,6,1988-06-01,Merchandising Closing Quotations,3563.07
1988,6,1988-06-01,Financial Services Closing Quotations,2269.42
1988,6,1988-06-01,Gold And Silver Closing Quotations,6515.15
1988,7,1988-07-01,Oil And Gas Closing Quotations,3843.32
1988,7,1988-07-01,Metals And Minerals Closing Quotations,3004.64
1988,7,1988-07-01,Utilities Closing Quotations,2633.94
1988,7,1988-07-01,Paper And Forest Products Closing Quotations,3880.58
1988,7,1988-07-01,Merchandising Closing Quotations,3618.39
1988,7,1988-07-01,Financial Services Closing Quotations,2273.26
1988,7,1988-07-01,Gold And Silver Closing Quotations,6484.24
1988,8,1988-08-01,Oil And Gas Closing Quotations,3768.21
1988,8,1988-08-01,Metals And Minerals Closing Quotations,2871.47
1988,8,1988-08-01,Utilities Closing Quotations,2621.87
1988,8,1988-08-01,Paper And Forest Products Closing Quotations,3700.46
1988,8,1988-08-01,Merchandising Closing Quotations,3553.14
1988,8,1988-08-01,Financial Services Closing Quotations,2285.74
1988,8,1988-08-01,Gold And Silver Closing Quotations,6142.57
1988,9,1988-09-01,Oil And Gas Closing Quotations,3599.47
1988,9,1988-09-01,Metals And Minerals Closing Quotations,2748.93
1988,9,1988-09-01,Utilities Closing Quotations,2641.83
1988,9,1988-09-01,Paper And Forest Products Closing Quotations,3656.53
1988,9,1988-09-01,Merchandising Closing Quotations,3611.46
1988,9,1988-09-01,Financial Services Closing Quotations,2356.51
1988,9,1988-09-01,Gold And Silver Closing Quotations,5604.4
1988,10,1988-10-01,Oil And Gas Closing Quotations,3578.91
1988,10,1988-10-01,Metals And Minerals Closing Quotations,2907.94
1988,10,1988-10-01,Utilities Closing Quotations,2750.19
1988,10,1988-10-01,Paper And Forest Products Closing Quotations,3832.78
1988,10,1988-10-01,Merchandising Closing Quotations,3771.52
1988,10,1988-10-01,Financial Services Closing Quotations,2422.21
1988,10,1988-10-01,Gold And Silver Closing Quotations,5738.5
1988,11,1988-11-01,Oil And Gas Closing Quotations,3419.75
1988,11,1988-11-01,Metals And Minerals Closing Quotations,2925.38
1988,11,1988-11-01,Utilities Closing Quotations,2713.46
1988,11,1988-11-01,Paper And Forest Products Closing Quotations,3681.05
1988,11,1988-11-01,Merchandising Closing Quotations,3603.72
1988,11,1988-11-01,Financial Services Closing Quotations,2373.9
1988,11,1988-11-01,Gold And Silver Closing Quotations,5650.59
1988,12,1988-12-01,Oil And Gas Closing Quotations,4243.63
1988,12,1988-12-01,Metals And Minerals Closing Quotations,3253.35
1988,12,1988-12-01,Utilities Closing Quotations,2648.9
1988,12,1988-12-01,Paper And Forest Products Closing Quotations,3386.87
1988,12,1988-12-01,Merchandising Closing Quotations,3668.97
1988,12,1988-12-01,Financial Services Closing Quotations,2397.4
1988,12,1988-12-01,Gold And Silver Closing Quotations,5434.57
1989,1,1989-01-01,Oil And Gas Closing Quotations,3858.02
1989,1,1989-01-01,Metals And Minerals Closing Quotations,3539.18
1989,1,1989-01-01,Utilities Closing Quotations,2631.69
1989,1,1989-01-01,Paper And Forest Products Closing Quotations,4433.94
1989,1,1989-01-01,Merchandising Closing Quotations,3870.3
1989,1,1989-01-01,Financial Services Closing Quotations,2515.01
1989,1,1989-01-01,Gold And Silver Closing Quotations,5619.28
1989,2,1989-02-01,Oil And Gas Closing Quotations,3815.75
1989,2,1989-02-01,Metals And Minerals Closing Quotations,3387.06
1989,2,1989-02-01,Utilities Closing Quotations,2673.53
1989,2,1989-02-01,Paper And Forest Products Closing Quotations,4273.43
1989,2,1989-02-01,Merchandising Closing Quotations,3864.6
1989,2,1989-02-01,Financial Services Closing Quotations,2479.05
1989,2,1989-02-01,Gold And Silver Closing Quotations,6129.78
1989,3,1989-03-01,Oil And Gas Closing Quotations,4020.03
1989,3,1989-03-01,Metals And Minerals Closing Quotations,3327.71
1989,3,1989-03-01,Utilities Closing Quotations,2658.88
1989,3,1989-03-01,Paper And Forest Products Closing Quotations,4184.63
1989,3,1989-03-01,Merchandising Closing Quotations,3957.58
1989,3,1989-03-01,Financial Services Closing Quotations,2550.42
1989,3,1989-03-01,Gold And Silver Closing Quotations,5811.34
1989,4,1989-04-01,Oil And Gas Closing Quotations,4054.59
1989,4,1989-04-01,Metals And Minerals Closing Quotations,3371.22
1989,4,1989-04-01,Utilities Closing Quotations,2707.12
1989,4,1989-04-01,Paper And Forest Products Closing Quotations,4096.83
1989,4,1989-04-01,Merchandising Closing Quotations,3996.41
1989,4,1989-04-01,Financial Services Closing Quotations,2717.17
1989,4,1989-04-01,Gold And Silver Closing Quotations,5478.5
1989,5,1989-05-01,Oil And Gas Closing Quotations,4067.38
1989,5,1989-05-01,Metals And Minerals Closing Quotations,3389.07
1989,5,1989-05-01,Utilities Closing Quotations,2783.41
1989,5,1989-05-01,Paper And Forest Products Closing Quotations,4095.04
1989,5,1989-05-01,Merchandising Closing Quotations,4209.28
1989,5,1989-05-01,Financial Services Closing Quotations,2809.79
1989,5,1989-05-01,Gold And Silver Closing Quotations,5420.4
1989,6,1989-06-01,Oil And Gas Closing Quotations,4164.72
1989,6,1989-06-01,Metals And Minerals Closing Quotations,3278.08
1989,6,1989-06-01,Utilities Closing Quotations,2854.14
1989,6,1989-06-01,Paper And Forest Products Closing Quotations,3958.56
1989,6,1989-06-01,Merchandising Closing Quotations,4410.95
1989,6,1989-06-01,Financial Services Closing Quotations,2847.54
1989,6,1989-06-01,Gold And Silver Closing Quotations,5803.17
1989,7,1989-07-01,Oil And Gas Closing Quotations,4227.06
1989,7,1989-07-01,Metals And Minerals Closing Quotations,3464.43
1989,7,1989-07-01,Utilities Closing Quotations,2950
1989,7,1989-07-01,Paper And Forest Products Closing Quotations,4164.77
1989,7,1989-07-01,Merchandising Closing Quotations,4591.83
1989,7,1989-07-01,Financial Services Closing Quotations,3040.68
1989,7,1989-07-01,Gold And Silver Closing Quotations,6009.66
1989,8,1989-08-01,Oil And Gas Closing Quotations,4166.63
1989,8,1989-08-01,Metals And Minerals Closing Quotations,3911.69
1989,8,1989-08-01,Utilities Closing Quotations,2947.55
