year,month,date,series,value
1992,9,1992-09-01,Oil And Gas Closing Quotations,3458.69
1992,9,1992-09-01,Metals And Minerals Closing Quotations,2830.96
1992,9,1992-09-01,Utilities Closing Quotations,3051.63
1992,9,1992-09-01,Paper And Forest Products Closing Quotations,3176.46
1992,9,1992-09-01,Merchandising Closing Quotations,3701.55
1992,9,1992-09-01,Financial Services Closing Quotations,2565.04
1992,9,1992-09-01,Gold And Silver Closing Quotations,5498.44
1992,10,1992-10-01,Oil And Gas Closing Quotations,3411.55
1992,10,1992-10-01,Metals And Minerals Closing Quotations,2772.11
1992,10,1992-10-01,Utilities Closing Quotations,3192.23
1992,10,1992-10-01,Paper And Forest Products Closing Quotations,3046.27
1992,10,1992-10-01,Merchandising Closing Quotations,3681
1992,10,1992-10-01,Financial Services Closing Quotations,2694.87
1992,10,1992-10-01,Gold And Silver Closing Quotations,5359.37
1992,11,1992-11-01,Oil And Gas Closing Quotations,3356.01
1992,11,1992-11-01,Metals And Minerals Closing Quotations,2761.25
1992,11,1992-11-01,Utilities Closing Quotations,3107.33
1992,11,1992-11-01,Paper And Forest Products Closing Quotations,3003.83
1992,11,1992-11-01,Merchandising Closing Quotations,3611.91
1992,11,1992-11-01,Financial Services Closing Quotations,2555.46
1992,11,1992-11-01,Gold And Silver Closing Quotations,4967.23
1992,12,1992-12-01,Oil And Gas Closing Quotations,3327.04
1992,12,1992-12-01,Metals And Minerals Closing Quotations,2814.84
1992,12,1992-12-01,Utilities Closing Quotations,3028.43
1992,12,1992-12-01,Paper And Forest Products Closing Quotations,3130.21
1992,12,1992-12-01,Merchandising Closing Quotations,3774.37
1992,12,1992-12-01,Financial Services Closing Quotations,2611.99
1992,12,1992-12-01,Gold And Silver Closing Quotations,5250.06
1993,1,1993-01-01,Oil And Gas Closing Quotations,3387.82
1993,1,1993-01-01,Metals And Minerals Closing Quotations,2773.54
1993,1,1993-01-01,Utilities Closing Quotations,3133.92
1993,1,1993-01-01,Paper And Forest Products Closing Quotations,3059.61
1993,1,1993-01-01,Merchandising Closing Quotations,3572.71
1993,1,1993-01-01,Financial Services Closing Quotations,2439.22
1993,1,1993-01-01,Gold And Silver Closing Quotations,5162.97
1993,2,1993-02-01,Oil And Gas Closing Quotations,3729.52
1993,2,1993-02-01,Metals And Minerals Closing Quotations,2908.11
1993,2,1993-02-01,Utilities Closing Quotations,3199.95
1993,2,1993-02-01,Paper And Forest Products Closing Quotations,3329.42
1993,2,1993-02-01,Merchandising Closing Quotations,3701.9
1993,2,1993-02-01,Financial Services Closing Quotations,2583.73
1993,2,1993-02-01,Gold And Silver Closing Quotations,5756.66
1993,3,1993-03-01,Oil And Gas Closing Quotations,4030.57
1993,3,1993-03-01,Metals And Minerals Closing Quotations,2931.38
1993,3,1993-03-01,Utilities Closing Quotations,3169.78
1993,3,1993-03-01,Paper And Forest Products Closing Quotations,3695.51
1993,3,1993-03-01,Merchandising Closing Quotations,3910.17
1993,3,1993-03-01,Financial Services Closing Quotations,2654.04
1993,3,1993-03-01,Gold And Silver Closing Quotations,6481.47
1993,4,1993-04-01,Oil And Gas Closing Quotations,4390.43
1993,4,1993-04-01,Metals And Minerals Closing Quotations,2870.67
1993,4,1993-04-01,Utilities Closing Quotations,3217.97
1993,4,1993-04-01,Paper And Forest Products Closing Quotations,3895.37
1993,4,1993-04-01,Merchandising Closing Quotations,4068.13
1993,4,1993-04-01,Financial Services Closing Quotations,2880.87
1993,4,1993-04-01,Gold And Silver Closing Quotations,7625.91
1993,5,1993-05-01,Oil And Gas Closing Quotations,4584.53
1993,5,1993-05-01,Metals And Minerals Closing Quotations,2952.02
1993,5,1993-05-01,Utilities Closing Quotations,3243.04
1993,5,1993-05-01,Paper And Forest Products Closing Quotations,3906.45
1993,5,1993-05-01,Merchandising Closing Quotations,4058.83
1993,5,1993-05-01,Financial Services Closing Quotations,2940.9
1993,5,1993-05-01,Gold And Silver Closing Quotations,8556.04
1993,6,1993-06-01,Oil And Gas Closing Quotations,5051.09
1993,6,1993-06-01,Metals And Minerals Closing Quotations,2978.43
1993,6,1993-06-01,Utilities Closing Quotations,3227.42
1993,6,1993-06-01,Paper And Forest Products Closing Quotations,4033.74
1993,6,1993-06-01,Merchandising Closing Quotations,4077.52
1993,6,1993-06-01,Financial Services Closing Quotations,2958.02
1993,6,1993-06-01,Gold And Silver Closing Quotations,9315.43
1993,7,1993-07-01,Oil And Gas Closing Quotations,4556.78
1993,7,1993-07-01,Metals And Minerals Closing Quotations,2932.49
1993,7,1993-07-01,Utilities Closing Quotations,3252.88
1993,7,1993-07-01,Paper And Forest Products Closing Quotations,3841.91
1993,7,1993-07-01,Merchandising Closing Quotations,4038.38
1993,7,1993-07-01,Financial Services Closing Quotations,3054.18
1993,7,1993-07-01,Gold And Silver Closing Quotations,10103.53
1993,8,1993-08-01,Oil And Gas Closing Quotations,5187.24
1993,8,1993-08-01,Metals And Minerals Closing Quotations,3109.19
1993,8,1993-08-01,Utilities Closing Quotations,3278.5
1993,8,1993-08-01,Paper And Forest Products Closing Quotations,4113.85
1993,8,1993-08-01,Merchandising Closing Quotations,4285.21
1993,8,1993-08-01,Financial Services Closing Quotations,3092.97
1993,8,1993-08-01,Gold And Silver Closing Quotations,9585.23
1993,9,1993-09-01,Oil And Gas Closing Quotations,4999.41
1993,9,1993-09-01,Metals And Minerals Closing Quotations,2825.12
1993,9,1993-09-01,Utilities Closing Quotations,3317.13
1993,9,1993-09-01,Paper And Forest Products Closing Quotations,3887.17
1993,9,1993-09-01,Merchandising Closing Quotations,4214.43
1993,9,1993-09-01,Financial Services Closing Quotations,2993.17
1993,9,1993-09-01,Gold And Silver Closing Quotations,8474.85
1993,10,1993-10-01,Oil And Gas Closing Quotations,4979.99
1993,10,1993-10-01,Metals And Minerals Closing Quotations,3080.71
1993,10,1993-10-01,Utilities Closing Quotations,3501.53
1993,10,1993-10-01,Paper And Forest Products Closing Quotations,4094.3
1993,10,1993-10-01,Merchandising Closing Quotations,4340.28
1993,10,1993-10-01,Financial Services Closing Quotations,3163.34
1993,10,1993-10-01,Gold And Silver Closing Quotations,10027.66
1993,11,1993-11-01,Oil And Gas Closing Quotations,4339.13
1993,11,1993-11-01,Metals And Minerals Closing Quotations,3275.99
1993,11,1993-11-01,Utilities Closing Quotations,3466.05
1993,11,1993-11-01,Paper And Forest Products Closing Quotations,4333.21
1993,11,1993-11-01,Merchandising Closing Quotations,4407.42
1993,11,1993-11-01,Financial Services Closing Quotations,3166.8
1993,11,1993-11-01,Gold And Silver Closing Quotations,10005.86
1993,12,1993-12-01,Oil And Gas Closing Quotations,4432.93
1993,12,1993-12-01,Metals And Minerals Closing Quotations,3514.94
1993,12,1993-12-01,Utilities Closing Quotations,3528.75
1993,12,1993-12-01,Paper And Forest Products Closing Quotations,4434.14
1993,12,1993-12-01,Merchandising Closing Quotations,4353.76
1993,12,1993-12-01,Financial Services Closing Quotations,3322.94
1993,12,1993-12-01,Gold And Silver Closing Quotations,10698.96
1994,1,1994-01-01,Oil And Gas Closing Quotations,4610.86
1994,1,1994-01-01,Metals And Minerals Closing Quotations,3807.82
1994,1,1994-01-01,Utilities Closing Quotations,3660.47
1994,1,1994-01-01,Paper And Forest Products Closing Quotations,4615.05
1994,1,1994-01-01,Merchandising Closing Quotations,4125.7
1994,1,1994-01-01,Financial Services Closing Quotations,3587.86
1994,1,1994-01-01,Gold And Silver Closing Quotations,10816.92
1994,2,1994-02-01,Oil And Gas Closing Quotations,4448.55
1994,2,1994-02-01,Metals And Minerals Closing Quotations,3661.93
1994,2,1994-02-01,Utilities Closing Quotations,3671.71
1994,2,1994-02-01,Paper And Forest Products Closing Quotations,4731.79
1994,2,1994-02-01,Merchandising Closing Quotations,4005.93
1994,2,1994-02-01,Financial Services Closing Quotations,3457.86
1994,2,1994-02-01,Gold And Silver Closing Quotations,10303.9
1994,3,1994-03-01,Oil And Gas Closing Quotations,4466.38
1994,3,1994-03-01,Metals And Minerals Closing Quotations,3618.55
1994,3,1994-03-01,Utilities Closing Quotations,3621.01
1994,3,1994-03-01,Paper And Forest Products Closing Quotations,4469.59
1994,3,1994-03-01,Merchandising Closing Quotations,3921.57
1994,3,1994-03-01,Financial Services Closing Quotations,3183.16
1994,3,1994-03-01,Gold And Silver Closing Quotations,10778.81
1994,4,1994-04-01,Oil And Gas Closing Quotations,4781.63
1994,4,1994-04-01,Metals And Minerals Closing Quotations,3479.64
1994,4,1994-04-01,Utilities Closing Quotations,3617.71
1994,4,1994-04-01,Paper And Forest Products Closing Quotations,4311.61
1994,4,1994-04-01,Merchandising Closing Quotations,3932.65
1994,4,1994-04-01,Financial Services Closing Quotations,3087.58
1994,4,1994-04-01,Gold And Silver Closing Quotations,9517.88
1994,5,1994-05-01,Oil And Gas Closing Quotations,4804.09
1994,5,1994-05-01,Metals And Minerals Closing Quotations,3736.83
1994,5,1994-05-01,Utilities Closing Quotations,3590.5
1994,5,1994-05-01,Paper And Forest Products Closing Quotations,4202.33
1994,5,1994-05-01,Merchandising Closing Quotations,3849.57
1994,5,1994-05-01,Financial Services Closing Quotations,3125.04
1994,5,1994-05-01,Gold And Silver Closing Quotations,10246.33
1994,6,1994-06-01,Oil And Gas Closing Quotations,4543.26
1994,6,1994-06-01,Metals And Minerals Closing Quotations,3569.93
1994,6,1994-06-01,Utilities Closing Quotations,3320.81
1994,6,1994-06-01,Paper And Forest Products Closing Quotations,3932.3
1994,6,1994-06-01,Merchandising Closing Quotations,3561.67
1994,6,1994-06-01,Financial Services Closing Quotations,2919.29
1994,6,1994-06-01,Gold And Silver Closing Quotations,9539.59
1994,7,1994-07-01,Oil And Gas Closing Quotations,4710.7
1994,7,1994-07-01,Metals And Minerals Closing Quotations,3865.62
1994,7,1994-07-01,Utilities Closing Quotations,3380.5
1994,7,1994-07-01,Paper And Forest Products Closing Quotations,4130.11
1994,7,1994-07-01,Merchandising Closing Quotations,3591.35
1994,7,1994-07-01,Financial Services Closing Quotations,2966.35
1994,7,1994-07-01,Gold And Silver Closing Quotations,9493.11
1994,8,1994-08-01,Oil And Gas Closing Quotations,4598.02
1994,8,1994-08-01,Metals And Minerals Closing Quotations,4093.8
1994,8,1994-08-01,Utilities Closing Quotations,3536.25
1994,8,1994-08-01,Paper And Forest Products Closing Quotations,4544.78
1994,8,1994-08-01,Merchandising Closing Quotations,3687.51
1994,8,1994-08-01,Financial Services Closing Quotations,3138.76
1994,8,1994-08-01,Gold And Silver Closing Quotations,9884.62
1994,9,1994-09-01,Oil And Gas Closing Quotations,4556.72
1994,9,1994-09-01,Metals And Minerals Closing Quotations,4121.85
1994,9,1994-09-01,Utilities Closing Quotations,3547.71
1994,9,1994-09-01,Paper And Forest Products Closing Quotations,4619.5
1994,9,1994-09-01,Merchandising Closing Quotations,3657.39
1994,9,1994-09-01,Financial Services Closing Quotations,3054.22
1994,9,1994-09-01,Gold And Silver Closing Quotations,10957.2
1994,10,1994-10-01,Oil And Gas Closing Quotations,4692.93
1994,10,1994-10-01,Metals And Minerals Closing Quotations,4197.63
1994,10,1994-10-01,Utilities Closing Quotations,3506.18
1994,10,1994-10-01,Paper And Forest Products Closing Quotations,4397.97
1994,10,1994-10-01,Merchandising Closing Quotations,3591.27
1994,10,1994-10-01,Financial Services Closing Quotations,3117.89
1994,10,1994-10-01,Gold And Silver Closing Quotations,9985.32
1994,11,1994-11-01,Oil And Gas Closing Quotations,4263.03
1994,11,1994-11-01,Metals And Minerals Closing Quotations,3921.4
1994,11,1994-11-01,Utilities Closing Quotations,3423.98
1994,11,1994-11-01,Paper And Forest Products Closing Quotations,4195.78
1994,11,1994-11-01,Merchandising Closing Quotations,3442.83
1994,11,1994-11-01,Financial Services Closing Quotations,3127.42
1994,11,1994-11-01,Gold And Silver Closing Quotations,8767
1994,12,1994-12-01,Oil And Gas Closing Quotations,4117.06
1994,12,1994-12-01,Metals And Minerals Closing Quotations,4153.46
1994,12,1994-12-01,Utilities Closing Quotations,3407.6
1994,12,1994-12-01,Paper And Forest Products Closing Quotations,4512.37
1994,12,1994-12-01,Merchandising Closing Quotations,3541.56
1994,12,1994-12-01,Financial Services Closing Quotations,3163.02
1994,12,1994-12-01,Gold And Silver Closing Quotations,9586.36
1995,1,1995-01-01,Oil And Gas Closing Quotations,3905.6
1995,1,1995-01-01,Metals And Minerals Closing Quotations,3908.44
1995,1,1995-01-01,Utilities Closing Quotations,3262.28
1995,1,1995-01-01,Paper And Forest Products Closing Quotations,4419.93
1995,1,1995-01-01,Merchandising Closing Quotations,3484.71
1995,1,1995-01-01,Financial Services Closing Quotations,3072.16
1995,1,1995-01-01,Gold And Silver Closing Quotations,8457.26
1995,2,1995-02-01,Oil And Gas Closing Quotations,4049.35
1995,2,1995-02-01,Metals And Minerals Closing Quotations,3869.62
1995,2,1995-02-01,Utilities Closing Quotations,3323.58
1995,2,1995-02-01,Paper And Forest Products Closing Quotations,4598.14
1995,2,1995-02-01,Merchandising Closing Quotations,3615.69
1995,2,1995-02-01,Financial Services Closing Quotations,3206.19
1995,2,1995-02-01,Gold And Silver Closing Quotations,8915.9
1995,3,1995-03-01,Oil And Gas Closing Quotations,4374.92
1995,3,1995-03-01,Metals And Minerals Closing Quotations,4152.24
1995,3,1995-03-01,Utilities Closing Quotations,3335.69
1995,3,1995-03-01,Paper And Forest Products Closing Quotations,4664.27
1995,3,1995-03-01,Merchandising Closing Quotations,3719.79
1995,3,1995-03-01,Financial Services Closing Quotations,3180.97
1995,3,1995-03-01,Gold And Silver Closing Quotations,10180.54
1995,4,1995-04-01,Oil And Gas Closing Quotations,4517.47
1995,4,1995-04-01,Metals And Minerals Closing Quotations,4097.19
1995,4,1995-04-01,Utilities Closing Quotations,3301.3
1995,4,1995-04-01,Paper And Forest Products Closing Quotations,4492.1
1995,4,1995-04-01,Merchandising Closing Quotations,3716.44
1995,4,1995-04-01,Financial Services Closing Quotations,3249.1
1995,4,1995-04-01,Gold And Silver Closing Quotations,9909.38
1995,5,1995-05-01,Oil And Gas Closing Quotations,4618.09
1995,5,1995-05-01,Metals And Minerals Closing Quotations,4310.77
1995,5,1995-05-01,Utilities Closing Quotations,3322.28
1995,5,1995-05-01,Paper And Forest Products Closing Quotations,4984.54
1995,5,1995-05-01,Merchandising Closing Quotations,3873.76
1995,5,1995-05-01,Financial Services Closing Quotations,3339.77
1995,5,1995-05-01,Gold And Silver Closing Quotations,10384.54
1995,6,1995-06-01,Oil And Gas Closing Quotations,4443.73
1995,6,1995-06-01,Metals And Minerals Closing Quotations,4464.5
1995,6,1995-06-01,Utilities Closing Quotations,3362.23
1995,6,1995-06-01,Paper And Forest Products Closing Quotations,4945.66
1995,6,1995-06-01,Merchandising Closing Quotations,4035.63
1995,6,1995-06-01,Financial Services Closing Quotations,3387.92
1995,6,1995-06-01,Gold And Silver Closing Quotations,10495.21
1995,7,1995-07-01,Oil And Gas Closing Quotations,4496.1
1995,7,1995-07-01,Metals And Minerals Closing Quotations,4966.97
1995,7,1995-07-01,Utilities Closing Quotations,3319.38
1995,7,1995-07-01,Paper And Forest Products Closing Quotations,5304.45
1995,7,1995-07-01,Merchandising Closing Quotations,4210.01
1995,7,1995-07-01,Financial Services Closing Quotations,3304.74
1995,7,1995-07-01,Gold And Silver Closing Quotations,10465.29
1995,8,1995-08-01,Oil And Gas Closing Quotations,4391.18
1995,8,1995-08-01,Metals And Minerals Closing Quotations,4856.3
1995,8,1995-08-01,Utilities Closing Quotations,3324.36
1995,8,1995-08-01,Paper And Forest Products Closing Quotations,4861.9
1995,8,1995-08-01,Merchandising Closing Quotations,4196.64
1995,8,1995-08-01,Financial Services Closing Quotations,3376.88
1995,8,1995-08-01,Gold And Silver Closing Quotations,10432.05
1995,9,1995-09-01,Oil And Gas Closing Quotations,4436.5
1995,9,1995-09-01,Metals And Minerals Closing Quotations,4858.92
1995,9,1995-09-01,Utilities Closing Quotations,3377.09
1995,9,1995-09-01,Paper And Forest Products Closing Quotations,4694.71
1995,9,1995-09-01,Merchandising Closing Quotations,4208.23
1995,9,1995-09-01,Financial Services Closing Quotations,3421.05
1995,9,1995-09-01,Gold And Silver Closing Quotations,10574.24
1995,10,1995-10-01,Oil And Gas Closing Quotations,4248.89
1995,10,1995-10-01,Metals And Minerals Closing Quotations,4825.1
1995,10,1995-10-01,Utilities Closing Quotations,3375.13
1995,10,1995-10-01,Paper And Forest Products Closing Quotations,4736.89
1995,10,1995-10-01,Merchandising Closing Quotations,4054.64
1995,10,1995-10-01,Financial Services Closing Quotations,3478.58
1995,10,1995-10-01,Gold And Silver Closing Quotations,9281.41
1995,11,1995-11-01,Oil And Gas Closing Quotations,4476.87
1995,11,1995-11-01,Metals And Minerals Closing Quotations,5148.15
1995,11,1995-11-01,Utilities Closing Quotations,3399.09
1995,11,1995-11-01,Paper And Forest Products Closing Quotations,4562.98
1995,11,1995-11-01,Merchandising Closing Quotations,3804.69
1995,11,1995-11-01,Financial Services Closing Quotations,3588.97
1995,11,1995-11-01,Gold And Silver Closing Quotations,10384
1995,12,1995-12-01,Oil And Gas Closing Quotations,4747.82
1995,12,1995-12-01,Metals And Minerals Closing Quotations,4913.87
1995,12,1995-12-01,Utilities Closing Quotations,3535.85
1995,12,1995-12-01,Paper And Forest Products Closing Quotations,4305.06
1995,12,1995-12-01,Merchandising Closing Quotations,3781.7
1995,12,1995-12-01,Financial Services Closing Quotations,3651.3
1995,12,1995-12-01,Gold And Silver Closing Quotations,10413.61
1996,1,1996-01-01,Oil And Gas Closing Quotations,4768.24
1996,1,1996-01-01,Metals And Minerals Closing Quotations,5172.96
1996,1,1996-01-01,Utilities Closing Quotations,3653.04
1996,1,1996-01-01,Paper And Forest Products Closing Quotations,4561.39
1996,1,1996-01-01,Merchandising Closing Quotations,3849.43
1996,1,1996-01-01,Financial Services Closing Quotations,3848.91
1996,1,1996-01-01,Gold And Silver Closing Quotations,12058.5
1996,2,1996-02-01,Oil And Gas Closing Quotations,4898.14
1996,2,1996-02-01,Metals And Minerals Closing Quotations,5146.35
1996,2,1996-02-01,Utilities Closing Quotations,3565.47
1996,2,1996-02-01,Paper And Forest Products Closing Quotations,4068.93
1996,2,1996-02-01,Merchandising Closing Quotations,3913.79
1996,2,1996-02-01,Financial Services Closing Quotations,3717.49
1996,2,1996-02-01,Gold And Silver Closing Quotations,12465.92
1996,3,1996-03-01,Oil And Gas Closing Quotations,5067.24
1996,3,1996-03-01,Metals And Minerals Closing Quotations,5326.22
1996,3,1996-03-01,Utilities Closing Quotations,3589.13
1996,3,1996-03-01,Paper And Forest Products Closing Quotations,4068.07
1996,3,1996-03-01,Merchandising Closing Quotations,3955.77
1996,3,1996-03-01,Financial Services Closing Quotations,3759.49
1996,3,1996-03-01,Gold And Silver Closing Quotations,12465.77
1996,4,1996-04-01,Oil And Gas Closing Quotations,5200.89
1996,4,1996-04-01,Metals And Minerals Closing Quotations,5493.1
1996,4,1996-04-01,Utilities Closing Quotations,3851.47
1996,4,1996-04-01,Paper And Forest Products Closing Quotations,4415.09
1996,4,1996-04-01,Merchandising Closing Quotations,4045.52
1996,4,1996-04-01,Financial Services Closing Quotations,3830.76
1996,4,1996-04-01,Gold And Silver Closing Quotations,12348.23
1996,5,1996-05-01,Oil And Gas Closing Quotations,5236.82
1996,5,1996-05-01,Metals And Minerals Closing Quotations,5434.94
1996,5,1996-05-01,Utilities Closing Quotations,3914.13
1996,5,1996-05-01,Paper And Forest Products Closing Quotations,4251.34
1996,5,1996-05-01,Merchandising Closing Quotations,3977.01
1996,5,1996-05-01,Financial Services Closing Quotations,3970.66
1996,5,1996-05-01,Gold And Silver Closing Quotations,13199.71
1996,6,1996-06-01,Oil And Gas Closing Quotations,5151
1996,6,1996-06-01,Metals And Minerals Closing Quotations,5116.05
1996,6,1996-06-01,Utilities Closing Quotations,3888.86
1996,6,1996-06-01,Paper And Forest Products Closing Quotations,4217.22
1996,6,1996-06-01,Merchandising Closing Quotations,4017.41
1996,6,1996-06-01,Financial Services Closing Quotations,3947.31
1996,6,1996-06-01,Gold And Silver Closing Quotations,11057.99
1996,7,1996-07-01,Oil And Gas Closing Quotations,5094.2
1996,7,1996-07-01,Metals And Minerals Closing Quotations,4993.14
1996,7,1996-07-01,Utilities Closing Quotations,3936.44
1996,7,1996-07-01,Paper And Forest Products Closing Quotations,4064.61
1996,7,1996-07-01,Merchandising Closing Quotations,3874.92
1996,7,1996-07-01,Financial Services Closing Quotations,3994.46
1996,7,1996-07-01,Gold And Silver Closing Quotations,11183.92
1996,8,1996-08-01,Oil And Gas Closing Quotations,5349.75
1996,8,1996-08-01,Metals And Minerals Closing Quotations,5260.58
1996,8,1996-08-01,Utilities Closing Quotations,3937.58
1996,8,1996-08-01,Paper And Forest Products Closing Quotations,4384.36
1996,8,1996-08-01,Merchandising Closing Quotations,4016.91
1996,8,1996-08-01,Financial Services Closing Quotations,4125.71
1996,8,1996-08-01,Gold And Silver Closing Quotations,11727.2
1996,9,1996-09-01,Oil And Gas Closing Quotations,5554
1996,9,1996-09-01,Metals And Minerals Closing Quotations,4986.87
1996,9,1996-09-01,Utilities Closing Quotations,4111.22
1996,9,1996-09-01,Paper And Forest Products Closing Quotations,4185.39
1996,9,1996-09-01,Merchandising Closing Quotations,4342.81
1996,9,1996-09-01,Financial Services Closing Quotations,4532.43
1996,9,1996-09-01,Gold And Silver Closing Quotations,11058.59
1996,10,1996-10-01,Oil And Gas Closing Quotations,5996.32
1996,10,1996-10-01,Metals And Minerals Closing Quotations,5160.5
1996,10,1996-10-01,Utilities Closing Quotations,4385.2
1996,10,1996-10-01,Paper And Forest Products Closing Quotations,4467.42
1996,10,1996-10-01,Merchandising Closing Quotations,4478.97
1996,10,1996-10-01,Financial Services Closing Quotations,5032.95
1996,10,1996-10-01,Gold And Silver Closing Quotations,11057.41
1996,11,1996-11-01,Oil And Gas Closing Quotations,6498.94
1996,11,1996-11-01,Metals And Minerals Closing Quotations,5520.61
1996,11,1996-11-01,Utilities Closing Quotations,4694.64
1996,11,1996-11-01,Paper And Forest Products Closing Quotations,4648.32
1996,11,1996-11-01,Merchandising Closing Quotations,4804
1996,11,1996-11-01,Financial Services Closing Quotations,5596
1996,11,1996-11-01,Gold And Silver Closing Quotations,11434.41
1996,12,1996-12-01,Oil And Gas Closing Quotations,6486.84
1996,12,1996-12-01,Metals And Minerals Closing Quotations,5248.81
1996,12,1996-12-01,Utilities Closing Quotations,4542.52
1996,12,1996-12-01,Paper And Forest Products Closing Quotations,4629.54
1996,12,1996-12-01,Merchandising Closing Quotations,4758.48
1996,12,1996-12-01,Financial Services Closing Quotations,5489.11
1996,12,1996-12-01,Gold And Silver Closing Quotations,11302.64
1997,1,1997-01-01,Oil And Gas Closing Quotations,6927.89
1997,1,1997-01-01,Metals And Minerals Closing Quotations,5442.69
1997,1,1997-01-01,Utilities Closing Quotations,4626.43
1997,1,1997-01-01,Paper And Forest Products Closing Quotations,4685.29
1997,1,1997-01-01,Merchandising Closing Quotations,4804.39
1997,1,1997-01-01,Financial Services Closing Quotations,5693.03
1997,1,1997-01-01,Gold And Silver Closing Quotations,10634.51
1997,2,1997-02-01,Oil And Gas Closing Quotations,6252.58
1997,2,1997-02-01,Metals And Minerals Closing Quotations,5632.86
1997,2,1997-02-01,Utilities Closing Quotations,4594.6
1997,2,1997-02-01,Paper And Forest Products Closing Quotations,4872.18
1997,2,1997-02-01,Merchandising Closing Quotations,5010.46
1997,2,1997-02-01,Financial Services Closing Quotations,6073.31
1997,2,1997-02-01,Gold And Silver Closing Quotations,11543.44
1997,3,1997-03-01,Oil And Gas Closing Quotations,6320.54
1997,3,1997-03-01,Metals And Minerals Closing Quotations,5323.57
1997,3,1997-03-01,Utilities Closing Quotations,4497.35
1997,3,1997-03-01,Paper And Forest Products Closing Quotations,4555.23
1997,3,1997-03-01,Merchandising Closing Quotations,4908.03
1997,3,1997-03-01,Financial Services Closing Quotations,5858.87
1997,3,1997-03-01,Gold And Silver Closing Quotations,9451.98
1997,4,1997-04-01,Oil And Gas Closing Quotations,6420.59
1997,4,1997-04-01,Metals And Minerals Closing Quotations,5248.99
1997,4,1997-04-01,Utilities Closing Quotations,4523.64
1997,4,1997-04-01,Paper And Forest Products Closing Quotations,4967.13
1997,4,1997-04-01,Merchandising Closing Quotations,5020.72
1997,4,1997-04-01,Financial Services Closing Quotations,6135.86
1997,4,1997-04-01,Gold And Silver Closing Quotations,8790.35
1997,5,1997-05-01,Oil And Gas Closing Quotations,6970.84
1997,5,1997-05-01,Metals And Minerals Closing Quotations,5471.87
1997,5,1997-05-01,Utilities Closing Quotations,4964.13
1997,5,1997-05-01,Paper And Forest Products Closing Quotations,5174.52
1997,5,1997-05-01,Merchandising Closing Quotations,5408.21
1997,5,1997-05-01,Financial Services Closing Quotations,6556.46
1997,5,1997-05-01,Gold And Silver Closing Quotations,9378.36
1997,6,1997-06-01,Oil And Gas Closing Quotations,6799.76
1997,6,1997-06-01,Metals And Minerals Closing Quotations,5126.54
1997,6,1997-06-01,Utilities Closing Quotations,5251.57
1997,6,1997-06-01,Paper And Forest Products Closing Quotations,5163.99
1997,6,1997-06-01,Merchandising Closing Quotations,5645.99
1997,6,1997-06-01,Financial Services Closing Quotations,6914.53
1997,6,1997-06-01,Gold And Silver Closing Quotations,8306.18
1997,7,1997-07-01,Oil And Gas Closing Quotations,7074.22
1997,7,1997-07-01,Metals And Minerals Closing Quotations,5439.49
1997,7,1997-07-01,Utilities Closing Quotations,5660.03
1997,7,1997-07-01,Paper And Forest Products Closing Quotations,5508.25
1997,7,1997-07-01,Merchandising Closing Quotations,5995.75
1997,7,1997-07-01,Financial Services Closing Quotations,7460.71
1997,7,1997-07-01,Gold And Silver Closing Quotations,8829.55
1997,8,1997-08-01,Oil And Gas Closing Quotations,7145.65
1997,8,1997-08-01,Metals And Minerals Closing Quotations,4921.46
1997,8,1997-08-01,Utilities Closing Quotations,5412.08
1997,8,1997-08-01,Paper And Forest Products Closing Quotations,5103.07
1997,8,1997-08-01,Merchandising Closing Quotations,5841.13
1997,8,1997-08-01,Financial Services Closing Quotations,7065.06
1997,8,1997-08-01,Gold And Silver Closing Quotations,8200.8
1997,9,1997-09-01,Oil And Gas Closing Quotations,7658.88
1997,9,1997-09-01,Metals And Minerals Closing Quotations,4833.1
1997,9,1997-09-01,Utilities Closing Quotations,5663.02
1997,9,1997-09-01,Paper And Forest Products Closing Quotations,5086.18
1997,9,1997-09-01,Merchandising Closing Quotations,6130.56
1997,9,1997-09-01,Financial Services Closing Quotations,7804.96
1997,9,1997-09-01,Gold And Silver Closing Quotations,9057.99
1997,10,1997-10-01,Oil And Gas Closing Quotations,7655.68
1997,10,1997-10-01,Metals And Minerals Closing Quotations,4188.27
1997,10,1997-10-01,Utilities Closing Quotations,5517.59
1997,10,1997-10-01,Paper And Forest Products Closing Quotations,4580.01
1997,10,1997-10-01,Merchandising Closing Quotations,5720.95
1997,10,1997-10-01,Financial Services Closing Quotations,8011.75
1997,10,1997-10-01,Gold And Silver Closing Quotations,7555.9
1997,11,1997-11-01,Oil And Gas Closing Quotations,6625.6
1997,11,1997-11-01,Metals And Minerals Closing Quotations,3933.6
1997,11,1997-11-01,Utilities Closing Quotations,5819.19
1997,11,1997-11-01,Paper And Forest Products Closing Quotations,3950.68
1997,11,1997-11-01,Merchandising Closing Quotations,5612.38
1997,11,1997-11-01,Financial Services Closing Quotations,7945.84
1997,11,1997-11-01,Gold And Silver Closing Quotations,5673.77
1997,12,1997-12-01,Oil And Gas Closing Quotations,6670.29
1997,12,1997-12-01,Metals And Minerals Closing Quotations,3802.52
1997,12,1997-12-01,Utilities Closing Quotations,6247.96
1997,12,1997-12-01,Paper And Forest Products Closing Quotations,4039.49
